id,followers_count,following_count,tweet_count,listed_count,name_length,username_length,description_length,verified,protected,ff_ratio,label
u65199821,569,793,5615,30,13,11,126,0,0,0.7175283732660782,0
u44156758,751,662,12538,24,12,8,81,0,0,1.134441087613293,0
u17014603,104,127,11718,8,14,15,118,0,0,0.8188976377952756,0
u961662332,28,79,19652,17,14,12,128,0,0,0.35443037974683544,0
u2726997966,104,146,841,5,21,14,146,0,0,0.7123287671232876,0
u614751167,400,442,3433,45,12,12,160,0,0,0.9049773755656109,0
u2843894528,442,443,625,12,13,15,160,0,0,0.9977426636568849,0
u1057334136535375877,2,7,2,0,12,13,47,0,0,0.2857142857142857,0
u31966660,163,349,3050,1,12,12,135,0,0,0.4670487106017192,0
u870460017207652354,775,307,2724,3,45,11,142,0,0,2.52442996742671,0
u159187983,168,724,3312,2,8,6,44,0,0,0.23204419889502761,0
u942481172281491456,239,470,4420,11,8,8,145,0,0,0.5085106382978724,0
u1034609546721943553,55,207,15,1,12,11,75,0,0,0.26570048309178745,0
u182743441,50,100,1153,10,18,15,64,0,0,0.5,0
u1016152387159982080,46,52,175,0,17,13,79,0,0,0.8846153846153846,0
u3348271323,144,539,3913,10,13,13,134,0,0,0.26716141001855287,0
u1262735300,848,477,2210,18,10,10,35,0,0,1.7777777777777777,0
u19805261,349,986,4011,12,9,13,57,0,0,0.3539553752535497,0
u1622878838,307,347,806,19,14,11,45,0,0,0.8847262247838616,0
u3318287585,888,637,11037,4,17,14,109,0,0,1.3940345368916798,0
u1541783952,515,291,40914,7,9,12,16,0,0,1.7697594501718212,0
u29301265,8768,1742,12080,139,17,13,146,1,0,5.033295063145809,0
u11569382,112,305,1704,4,17,8,105,0,0,0.36721311475409835,0
u259431520,313,372,1631,6,15,12,157,0,0,0.8413978494623656,0
u1907503442,539,611,5106,16,13,9,146,0,0,0.8821603927986906,0
u16476224,114,673,455,2,9,9,58,0,0,0.16939078751857356,0
u55060406,31192,1152,19683,1145,28,15,151,0,0,27.07638888888889,0
u368698080,101,72,8123,12,7,11,124,0,0,1.4027777777777777,0
u1205571876,3142,1156,6349,70,13,13,117,0,0,2.717993079584775,0
u17145858,275,650,18009,13,5,12,65,0,0,0.4230769230769231,0
u992098218535149568,1336,1775,4168,11,31,10,139,0,0,0.7526760563380281,0
u743124248064053249,307,948,2418,1,17,11,73,0,0,0.32383966244725737,0
u795461512009748480,661,504,8416,15,27,13,158,0,0,1.3115079365079365,0
u983009532350779393,371,515,515,5,13,13,158,0,0,0.7203883495145631,0
u831203755056062464,3911,3022,4830,4,14,13,144,0,0,1.2941760423560555,0
u546187436,9543,343,138742,143,14,10,16,0,0,27.82215743440233,0
u438910191,23,61,1470,0,5,12,69,0,0,0.3770491803278688,0
u4352720307,53,271,4937,0,37,13,87,0,0,0.19557195571955718,0
u112839105,301,207,1033,13,15,14,145,0,0,1.4541062801932367,0
u721802143275941888,155,125,19600,16,9,9,160,0,0,1.24,0
u1857832285,383,238,2056,3,5,7,135,0,0,1.6092436974789917,0
u2381808114,614,2847,7241,11,13,14,158,0,0,0.2156656129258869,0
u50738946,529,824,14533,59,17,8,155,0,0,0.6419902912621359,0
u45250979,223,135,13219,14,5,9,85,0,0,1.651851851851852,0
u18167205,27,37,49,0,15,15,0,0,0,0.7297297297297297,0
u59837805,30114,1275,8455,316,12,11,113,1,0,23.618823529411763,0
u499843349,1072,1908,16474,6,10,12,158,0,0,0.5618448637316562,0
u255519027,1003,880,14784,46,10,8,115,0,0,1.1397727272727274,0
u956031229949829120,52,49,566,0,14,14,152,0,0,1.0612244897959184,0
u757805458434306052,9,4,12,0,8,9,0,0,0,2.25,0
u831914214,365,529,4560,7,17,7,65,0,0,0.6899810964083176,0
u21229200,695,514,66437,19,12,11,94,0,0,1.3521400778210118,0
u3313741643,362,1021,385,7,15,14,100,0,0,0.3545543584720862,0
u2178679070,209,598,1443,2,13,13,26,0,0,0.3494983277591973,0
u76478482,2727,973,12887,157,13,15,128,0,0,2.802672147995889,0
u219009508,211,284,10948,64,11,12,138,0,0,0.7429577464788732,0
u95712758,272,108,22860,3,9,8,122,0,0,2.5185185185185186,0
u155349930,383,3013,16231,6,3,10,147,0,0,0.12711583139727847,0
u1909134048,305,351,669,8,13,12,156,0,0,0.8689458689458689,0
u242466652,142,152,3298,1,24,10,129,0,0,0.9342105263157895,0
u544552201,620,600,1940,21,19,11,133,0,0,1.0333333333333334,0
u1085809868,352,1156,2088,7,11,13,145,0,0,0.3044982698961938,0
u628557601,324,521,8520,0,8,12,25,0,0,0.6218809980806143,0
u334816728,25,75,65,0,12,14,48,0,0,0.3333333333333333,0
u21513939,10858,1544,6983,633,14,12,122,0,0,7.032383419689119,0
u944424870,28,113,1280,0,7,13,128,0,0,0.24778761061946902,0
u49607518,45,305,175,2,19,8,133,0,0,0.14754098360655737,0
u1871975262,11155,1319,18224,230,13,14,156,0,0,8.457164518574677,0
u762005024587251712,202,465,2294,13,14,15,25,0,0,0.4344086021505376,0
u773729126595297284,3004,2744,5265,6,36,13,146,0,0,1.0947521865889214,0
u4919519777,20,51,447,1,16,15,127,0,0,0.39215686274509803,0
u2223361435,16703,193,109784,307,2,12,43,0,0,86.5440414507772,0
u309469147,179,188,1215,20,12,11,143,0,0,0.9521276595744681,0
u886025056480100352,212,152,102,1,16,15,132,0,0,1.394736842105263,0
u20912116,78,321,1724,8,6,8,29,0,0,0.24299065420560748,0
u1053677101113638912,3,17,7,0,18,9,58,0,0,0.17647058823529413,0
u955582139474509824,19,75,302,0,17,15,42,0,0,0.25333333333333335,0
u36135815,153,112,1029,5,13,15,152,0,0,1.3660714285714286,0
u844822916,523,221,7145,7,19,12,122,0,0,2.3665158371040724,0
u167098130,332,827,12144,7,8,13,159,0,0,0.4014510278113664,0
u792455316000546816,194,287,8263,0,3,9,42,0,0,0.6759581881533101,0
u96823085,2658,428,1317,55,3,10,145,0,0,6.210280373831775,0
u892870847752536065,25,142,22,0,20,14,159,0,0,0.176056338028169,0
u119097156,1003,907,28976,61,18,11,31,0,0,1.1058434399117971,0
u2641965262,81,463,4622,1,14,14,94,0,0,0.17494600431965443,0
u3294832503,186,654,5261,6,14,12,150,0,0,0.28440366972477066,0
u451967376,856,1104,25631,2,24,15,108,0,0,0.7753623188405797,0
u1038643542086889473,6,81,37,0,16,15,147,0,0,0.07407407407407407,0
u57030130,923,1018,2215,68,13,10,138,0,0,0.906679764243615,0
u274854227,16156,786,16336,119,11,10,68,0,0,20.55470737913486,0
u801931932594540544,76,207,2306,2,14,9,124,0,0,0.3671497584541063,0
u345688090,567,1311,21649,10,13,10,78,0,0,0.43249427917620137,0
u907268852781682688,118,285,1788,1,9,12,82,0,0,0.41403508771929826,0
u31405778,535,1735,7764,27,12,8,92,0,0,0.30835734870317005,0
u3075859944,66,312,3587,0,10,7,0,0,0,0.21153846153846154,0
u858717550753890304,297,543,2634,2,10,10,160,0,0,0.5469613259668509,0
u2723904167,2612,194,60676,55,19,12,60,0,0,13.463917525773196,0
u1009265903022768128,36,193,983,0,18,15,0,0,0,0.18652849740932642,0
u264335541,4995,1054,18276,143,13,11,145,0,0,4.739089184060721,0
u26075640,425,1312,962,24,12,9,73,0,0,0.3239329268292683,0
u66580925,4413,639,5931,139,6,11,94,0,0,6.906103286384977,0
u713523920071233536,5311,604,7920,54,17,14,140,0,0,8.793046357615895,0
u843982667423141888,9327,9030,45719,15,21,15,136,0,0,1.0328903654485049,0
u9963292,424,1160,2706,10,13,12,98,0,0,0.36551724137931035,0
u109473361,108,825,512,1,13,15,128,0,0,0.13090909090909092,0
u352829858,78,171,17766,1,18,6,79,0,0,0.45614035087719296,0
u440011671,1515,1907,835,0,5,12,62,0,0,0.794441531200839,0
u23376456,626,214,1883,10,8,8,151,0,0,2.925233644859813,0
u2908315337,520,413,15784,10,8,7,125,0,0,1.2590799031476998,0
u966836642890833920,336,566,3000,1,42,12,159,0,0,0.5936395759717314,0
u552901622,356,334,17418,15,13,9,91,0,0,1.0658682634730539,0
u2959630251,339,195,21154,25,20,15,134,0,0,1.7384615384615385,0
u768828506134482944,115,206,2204,4,5,9,135,0,0,0.558252427184466,0
u897488194773688321,370,503,6174,4,18,14,52,0,0,0.73558648111332,0
u21461322,630,899,3650,32,14,11,44,0,0,0.7007786429365962,0
u420062905,2373,1928,44304,10,18,12,19,0,0,1.2308091286307055,0
u20586151,211,356,9633,6,4,12,130,0,0,0.5926966292134831,0
u113762214,50311,1830,33513,294,18,9,71,1,0,27.492349726775956,0
u1855266734,106,107,1879,10,7,15,87,0,0,0.9906542056074766,0
u90967197,132,184,5718,4,10,11,46,0,0,0.717391304347826,0
u1286016702,342,190,1391,8,7,12,23,0,0,1.8,0
u184921119,2309,858,84070,20,7,15,18,0,0,2.691142191142191,0
u15859184,10047,1521,191921,841,13,12,159,0,0,6.605522682445759,0
u1032839950763483136,10,73,856,0,24,11,159,0,0,0.136986301369863,0
u38757941,109,531,504,2,13,12,160,0,0,0.20527306967984935,0
u117579332,4745,4068,94740,516,8,7,149,0,0,1.1664208456243854,0
u268985607,400,800,7361,14,13,13,116,0,0,0.5,0
u456099825,413,512,934,24,15,14,140,0,0,0.806640625,0
u1412977243,1168,2505,11463,84,12,14,144,0,0,0.4662674650698603,0
u738773458834890756,64,935,1035,0,12,11,0,0,0,0.06844919786096257,0
u1245044472,297,524,29433,15,14,12,56,0,0,0.566793893129771,0
u21714938,23066,6598,11951,1207,45,7,160,1,0,3.4959078508638983,0
u1533845646,222,281,3729,8,8,9,0,0,0,0.7900355871886121,0
u3342087699,279,1811,3886,6,15,13,114,0,0,0.154058531198233,0
u120234012,171,223,199,2,15,9,62,0,0,0.7668161434977578,0
u2623742455,105,525,134,1,16,8,92,0,0,0.2,0
u926153511959715843,284,274,2084,4,11,11,145,0,0,1.0364963503649636,0
u104008993,577,359,6935,5,15,11,150,0,0,1.607242339832869,0
u2444915773,368,2129,19393,12,12,9,31,0,0,0.1728511038046031,0
u45416544,1496,922,38937,50,18,14,155,0,0,1.6225596529284165,0
u758834496787460097,50,153,199,0,13,12,115,0,0,0.32679738562091504,0
u750018155448307712,146,285,860,1,11,10,132,0,0,0.512280701754386,0
u2773314181,1898,605,2281,21,29,13,131,0,0,3.137190082644628,0
u1038481801,40,41,1495,0,25,8,0,0,0,0.975609756097561,0
u724247819020840961,142,187,9828,3,13,14,145,0,0,0.7593582887700535,0
u358117282,863,2419,31694,20,14,11,157,0,0,0.35675899131872674,0
u102446015,300,297,1476,11,12,11,159,0,0,1.0101010101010102,0
u543788795,314,363,3848,6,12,6,71,0,0,0.8650137741046832,0
u36405662,447,480,41103,19,14,11,146,0,0,0.93125,0
u188184329,123,401,19490,7,11,9,117,0,0,0.30673316708229426,0
u1492287920,1274,1504,9618,1,46,9,126,0,0,0.8470744680851063,0
u286256231,7306,991,5977,210,20,13,20,1,0,7.372351160443996,0
u745053689476329472,3799,296,3505,0,18,14,151,0,0,12.83445945945946,0
u73437024,6471,530,4458,117,10,10,87,0,0,12.209433962264152,0
u713705226,4163,829,16258,41,14,12,30,0,0,5.021712907117008,0
u708065528003170304,2927,753,143944,76,8,12,125,0,0,3.8871181938911024,0
u20629474,110,277,2993,4,6,12,36,0,0,0.3971119133574007,0
u1641069092,1535,751,3125,21,16,11,122,0,0,2.043941411451398,0
u22685685,1537,251,12274,41,9,8,82,0,0,6.123505976095617,0
u261007225,16548,718,14147,128,6,6,28,0,0,23.04735376044568,0
u1646172445,1176,194,21649,33,6,10,14,0,0,6.061855670103093,0
u876897519258750976,75,86,278,1,14,9,136,0,0,0.872093023255814,0
u982067812897353728,34,78,290,0,15,12,136,0,0,0.4358974358974359,0
u899087110438871040,70,153,3435,2,14,8,139,0,0,0.45751633986928103,0
u320196121,902,1125,20853,18,10,7,85,0,0,0.8017777777777778,0
u45924059,6585,1100,18104,74,5,10,139,1,0,5.986363636363636,0
u22044633,1488,563,81479,51,9,11,155,0,0,2.6429840142095915,0
u1017542227541790722,47,263,2213,0,7,15,127,0,0,0.17870722433460076,0
u22391135,92,289,1394,19,9,9,58,0,0,0.31833910034602075,0
u43811908,480,791,34360,3,7,7,0,0,0,0.606826801517067,0
u961313679709913088,84,57,178,0,15,15,54,0,0,1.4736842105263157,0
u55860114,679,1867,3162,14,4,6,54,0,0,0.36368505623995717,0
u172893294,470,705,23604,1,9,9,129,0,0,0.6666666666666666,0
u1044379619309293569,51,52,61,0,18,13,156,0,0,0.9807692307692307,0
u766316922359152641,237,211,871,3,13,12,69,0,0,1.1232227488151658,0
u21062689,21953,448,24266,292,10,10,87,1,0,49.002232142857146,0
u1056367298708193282,1,4,3,0,4,12,0,0,0,0.25,0
u792425313871421440,14,50,32,0,13,13,0,0,0,0.28,0
u1046494638,373,428,2436,8,6,11,109,0,0,0.8714953271028038,0
u2871635943,409,477,5101,2,4,12,44,0,0,0.8574423480083857,0
u2870465001,234,741,189,0,12,11,0,0,0,0.3157894736842105,0
u1405263990,2440,964,2561,20,12,12,158,0,0,2.5311203319502074,0
u1056773514,400,154,3779,26,6,13,110,0,0,2.5974025974025974,0
u19301618,109,383,1339,1,10,10,101,0,0,0.2845953002610966,0
u237800943,273,183,2007,4,11,10,0,0,0,1.4918032786885247,0
u282446096,431,458,5540,2,5,12,84,0,0,0.9410480349344978,0
u213603669,552,494,20113,4,6,8,88,0,0,1.1174089068825912,0
u559471170,1394,626,20846,18,20,11,120,0,0,2.2268370607028753,0
u22687348,871,2112,29040,33,18,8,159,0,0,0.41240530303030304,0
u2220308803,247,159,3478,1,11,10,70,0,0,1.5534591194968554,0
u44243562,2867,1797,23384,58,14,15,129,0,0,1.595436839176405,0
u34132101,150,1115,12607,1,10,13,0,0,0,0.13452914798206278,0
u20823859,555,2017,2500,18,17,10,40,0,0,0.2751611303916708,0
u1528694910,107,80,3183,7,25,11,158,0,0,1.3375,0
u21905160,4011,3240,21528,167,17,15,140,1,0,1.237962962962963,0
u21469334,640,700,54930,39,5,6,151,0,0,0.9142857142857143,0
u185931793,1481,960,66263,68,12,14,30,0,0,1.5427083333333333,0
u1228928791,741,147,2577,13,5,9,0,0,0,5.040816326530612,0
u2752597938,586,584,3584,12,12,11,129,0,0,1.0034246575342465,0
u168907446,3687,2077,8345,222,19,13,129,0,0,1.7751564756860858,0
u524842791,141,280,6366,1,8,12,74,0,0,0.5035714285714286,0
u1051675701546557440,35,66,302,1,12,11,102,0,0,0.5303030303030303,0
u16144800,3771,1653,27403,330,19,13,142,0,0,2.2813067150635207,0
u10540912,25592,14410,10936,372,13,12,138,1,0,1.7759888965995836,0
u628740209,392,1738,4050,10,11,14,117,0,0,0.22554660529344073,0
u2646466368,50,186,768,1,12,13,159,0,0,0.26881720430107525,0
u25763927,429,437,4857,15,10,10,134,0,0,0.9816933638443935,0
u20330844,396,372,1497,34,19,8,109,0,0,1.064516129032258,0
u750089599,3514,621,22387,60,6,14,110,0,0,5.658615136876007,0
u838623421831516161,1,56,142,0,17,13,0,0,0,0.017857142857142856,0
u550196570,1973,2094,9101,7,19,10,120,0,0,0.9422158548233047,0
u799814240190267396,12,184,543,0,24,11,102,0,0,0.06521739130434782,0
u19325034,5866,508,42663,114,12,11,152,0,0,11.547244094488189,0
u1512270068,207,556,448,3,17,15,38,0,0,0.3723021582733813,0
u3220089740,4030,679,4765,200,15,15,153,0,0,5.93519882179676,0
u2239140659,432,896,13849,30,14,14,159,0,0,0.48214285714285715,0
u728009754555994112,861,1372,5052,1,9,9,147,0,0,0.6275510204081632,0
u3561680535,84,617,4045,1,18,8,143,0,0,0.13614262560777957,0
u1024330571680505856,98,771,94,2,10,10,60,0,0,0.12710765239948119,0
u1970279328,373,357,22189,3,5,10,34,0,0,1.0448179271708684,0
u1720445424,574,494,6944,1,11,10,105,0,0,1.1619433198380567,0
u34146586,425,397,6606,15,8,12,107,0,0,1.070528967254408,0
u320918970,1296,477,2857,38,16,15,126,0,0,2.7169811320754715,0
u1332300032,63,224,452,2,14,7,159,0,0,0.28125,0
u2617776859,115,334,4390,0,34,8,51,0,0,0.344311377245509,0
u319782474,249,944,8621,3,13,9,123,0,0,0.263771186440678,0
u2584978092,349,1832,22837,5,12,13,139,0,0,0.19050218340611352,0
u727647942740316160,78,330,58,0,15,9,82,0,0,0.23636363636363636,0
u79009304,127,354,10766,3,15,9,46,0,0,0.3587570621468927,0
u217319143,892,691,1958,44,13,9,148,0,0,1.2908827785817656,0
u54649501,207,436,1832,26,18,8,112,0,0,0.47477064220183485,0
u2492550129,2148,1222,21705,63,9,10,146,0,0,1.7577741407528642,0
u888180519250350082,4001,82,140,2,4,10,146,1,0,48.792682926829265,0
u107481236,3937,2326,18355,39,12,9,136,0,0,1.6926053310404128,0
u346316723,595,299,20053,22,12,12,24,0,0,1.9899665551839465,0
u718834296669077504,135,605,486,2,13,12,145,0,0,0.2231404958677686,0
u509888825,217,693,5181,22,19,14,96,0,0,0.31313131313131315,0
u23129392,264,752,1095,2,11,12,134,0,0,0.35106382978723405,0
u28724729,354,640,9592,9,19,9,54,0,0,0.553125,0
u1021106648591552512,126,49,16,4,17,14,109,0,0,2.5714285714285716,0
u2462031649,700,504,698,18,15,10,122,0,0,1.3888888888888888,0
u3138139362,50,202,299,4,14,8,146,0,0,0.24752475247524752,0
u2920754614,3664,4993,41977,13,21,9,152,0,0,0.7338273583016223,0
u3997065237,319,232,8032,2,17,13,97,0,0,1.375,0
u350370754,671,983,6818,42,16,11,141,0,0,0.6826042726347915,0
u184524115,724,1491,1922,10,10,10,143,0,0,0.48558014755197854,0
u21630257,1357,236,12035,59,12,11,104,0,0,5.75,0
u2151642920,713,605,647,12,19,15,159,0,0,1.1785123966942148,0
u984778671901863936,9,23,35,0,19,12,134,0,0,0.391304347826087,0
u118936984,213,657,3971,8,7,11,120,0,0,0.3242009132420091,0
u16548671,2054,1249,10997,37,12,14,57,0,0,1.644515612489992,0
u842366015455526912,42,78,935,0,17,12,132,0,0,0.5384615384615384,0
u35035820,262,676,4144,5,11,8,84,0,0,0.3875739644970414,0
u331433142,965,914,2085,12,17,15,141,0,0,1.0557986870897156,0
u637275359,288,930,6731,8,2,15,140,0,0,0.3096774193548387,0
u1340571829,226,864,4983,0,10,13,57,0,0,0.26157407407407407,0
u889970896487796736,274,609,458,2,14,8,157,0,0,0.44991789819376027,0
u136440281,84,220,624,1,10,15,70,0,0,0.38181818181818183,0
u25653022,6431,3029,21234,216,10,12,160,1,0,2.1231429514691316,0
u1541746598,695,692,13762,31,15,14,136,0,0,1.004335260115607,0
u859506492621414407,27,71,381,0,15,11,108,0,0,0.38028169014084506,0
u758330866170867712,44,94,223,1,11,11,0,0,0,0.46808510638297873,0
u1003699228433178624,98,220,201,0,12,11,159,0,0,0.44545454545454544,0
u1635777145,61,158,11619,1,14,8,0,0,0,0.3860759493670886,0
u189009947,950,1110,27199,25,10,7,29,0,0,0.8558558558558559,0
u5222851,316,321,3242,36,12,11,144,0,0,0.9844236760124611,0
u21369175,52,210,3865,3,9,9,0,0,0,0.24761904761904763,0
u125996300,280,537,1889,16,19,7,150,0,0,0.521415270018622,0
u1344558540,91,66,14233,3,5,5,94,0,0,1.378787878787879,0
u35997517,262,216,25831,7,5,14,43,0,0,1.212962962962963,0
u303009201,827,695,6577,5,12,12,57,0,0,1.1899280575539568,0
u16577004,4532,3558,21166,156,15,15,123,0,0,1.2737492973580664,0
u152509618,51,108,2343,8,15,12,70,0,0,0.4722222222222222,0
u1694827980,49,80,2972,0,13,9,70,0,0,0.6125,0
u493776222,861,146,6865,3,14,7,0,0,0,5.897260273972603,0
u20189287,7322,2040,167036,491,5,8,123,0,0,3.58921568627451,0
u390175726,461,507,565,16,14,12,138,0,0,0.9092702169625246,0
u1464110647,219,846,1709,3,16,14,144,0,0,0.25886524822695034,0
u2775399229,429,738,6378,11,3,15,97,0,0,0.5813008130081301,0
u3366134439,58,259,264,0,17,11,47,0,0,0.22393822393822393,0
u2819658904,872,907,2401,33,17,13,137,0,0,0.9614112458654906,0
u3986840472,122,342,429,3,23,13,124,0,0,0.3567251461988304,0
u58899764,268,231,8336,15,6,13,85,0,0,1.1601731601731602,0
u2919031363,6773,5764,32288,719,18,15,93,0,0,1.1750520471894517,0
u3913959860,80,98,3870,12,7,7,81,0,0,0.8163265306122449,0
u871524267707424768,381,454,6298,1,6,11,0,0,0,0.8392070484581498,0
u63934916,771,665,5442,26,11,11,147,0,0,1.1593984962406014,0
u2891260451,3824,4287,6427,153,8,9,159,0,0,0.8919990669465827,0
u3112947082,15,84,448,0,16,9,48,0,0,0.17857142857142858,0
u1046780221918261248,695,667,417,0,11,10,154,0,0,1.0419790104947526,0
u2444408072,1989,2767,32991,44,4,12,21,0,0,0.7188290567401517,0
u142204786,308,638,7596,9,7,11,116,0,0,0.4827586206896552,0
u1325835091,81,305,20410,3,17,11,41,0,0,0.26557377049180325,0
u377458230,1119,1442,7009,32,11,15,29,0,0,0.776005547850208,0
u275272105,159,156,47622,15,8,8,70,0,0,1.0192307692307692,0
u186664694,763,734,10992,19,12,13,61,0,0,1.0395095367847411,0
u2205650540,672,459,991,18,10,12,119,0,0,1.4640522875816993,0
u246964519,1310,2026,25633,29,8,15,57,0,0,0.646594274432379,0
u2839269836,4339,935,2386,57,17,9,37,0,0,4.6406417112299465,0
u456795150,1421,2217,11315,110,13,13,158,0,0,0.6409562471808751,0
u297593541,801,1165,2482,46,14,13,133,0,0,0.6875536480686695,0
u18804789,2573,3053,13414,101,13,8,147,1,0,0.8427775958074025,0
u460714241,464,679,7400,2,22,14,77,0,0,0.6833578792341679,0
u251456240,181,194,1802,9,16,11,38,0,0,0.9329896907216495,0
u18059262,1789,3302,5190,23,11,10,159,1,0,0.5417928528164748,0
u23220813,2105,2756,10004,148,12,11,152,0,0,0.7637880986937591,0
u473637241,101,254,567,0,8,11,135,0,0,0.39763779527559057,0
u770988957832216576,1031,823,1632,33,14,13,155,0,0,1.2527339003645201,0
u18792451,46181,48,4598,199,14,13,127,0,0,962.1041666666666,0
u97726082,37,261,3303,5,10,7,80,0,0,0.1417624521072797,0
u75360706,5461,1324,25817,348,17,15,90,0,0,4.124622356495468,0
u22647508,1371,539,2614,57,7,7,114,0,0,2.543599257884972,0
u9634362,307,177,20654,54,14,12,26,0,0,1.734463276836158,0
u4173358287,610,2219,1482,2,13,12,74,0,0,0.27489860297431273,0
u797000394,201,446,800,1,16,11,53,0,0,0.45067264573991034,0
u824372323696439296,24,90,116,0,11,9,50,0,0,0.26666666666666666,0
u17699888,919,924,59734,48,13,12,133,0,0,0.9945887445887446,0
u2165387912,1176,1515,2988,10,6,11,142,0,0,0.7762376237623763,0
u1048938358968336385,11,98,47,0,8,8,111,0,0,0.11224489795918367,0
u3333223833,36,58,270,0,15,10,0,0,0,0.6206896551724138,0
u1425643500,471,1657,1937,11,19,14,159,0,0,0.28424864212432105,0
u1041770114306269194,3,8,4,0,15,14,66,0,0,0.375,0
u999647972626452480,4,23,119,0,11,11,138,0,0,0.17391304347826086,0
u2297091894,340,72,2223,80,11,11,18,0,0,4.722222222222222,0
u3633523876,109,185,378,9,15,15,55,0,0,0.5891891891891892,0
u195439858,751,919,43602,19,38,11,123,0,0,0.8171926006528836,0
u2349189703,105,262,5599,13,4,7,51,0,0,0.40076335877862596,0
u801169112533704704,78,182,630,6,19,9,37,0,0,0.42857142857142855,0
u1058739403995168768,16,50,8,0,10,14,97,0,0,0.32,0
u16929009,283,796,295,15,14,13,85,0,0,0.3555276381909548,0
u224792735,2519,2011,5765,104,15,13,101,0,0,1.2526106414719045,0
u26453761,157,1398,5132,8,14,8,105,0,0,0.1123032904148784,0
u14458598,1055,630,40525,51,12,11,147,0,0,1.6746031746031746,0
u798691116,1177,3946,19100,43,16,15,152,0,0,0.29827673593512416,0
u405211186,537,1740,1694,9,4,9,0,0,0,0.3086206896551724,0
u2240070073,197,675,1134,5,5,11,0,0,0,0.29185185185185186,0
u7358022,486,760,5237,10,15,7,36,0,0,0.6394736842105263,0
u20623175,3561,864,10243,77,18,12,91,0,0,4.121527777777778,0
u240818816,95,375,5668,1,17,15,58,0,0,0.25333333333333335,0
u716993272812580865,122,109,812,0,17,11,89,0,0,1.1192660550458715,0
u195956095,508,610,77608,44,21,15,152,0,0,0.8327868852459016,0
u1022674622,13,44,20,0,12,6,33,0,0,0.29545454545454547,0
u976121453094555648,28,26,155,0,15,15,70,0,0,1.0769230769230769,0
u335912274,911,976,5767,87,15,14,57,0,0,0.9334016393442623,0
u37508737,169,214,586,9,17,7,141,0,0,0.7897196261682243,0
u727268608699699201,36,431,612,0,14,13,157,0,0,0.08352668213457076,0
u1191085008,178,656,1144,5,14,9,25,0,0,0.27134146341463417,0
u248074897,183,287,1896,0,4,7,37,0,0,0.6376306620209059,0
u56208402,373,420,6966,11,5,7,10,0,0,0.888095238095238,0
u423924827,878,1307,1067,36,12,11,128,0,0,0.6717674062739097,0
u41405236,500,1369,3863,6,5,12,68,0,0,0.36523009495982467,0
u32248589,41,125,103,1,14,9,0,0,0,0.328,0
u50737205,821,646,11916,32,14,11,124,0,0,1.2708978328173375,0
u791901258600808448,219,876,15631,1,20,15,117,0,0,0.25,0
u14449337,5184,314,25439,417,6,3,121,1,0,16.50955414012739,0
u829118945517039616,232,1835,164,1,14,13,102,0,0,0.12643051771117167,0
u803587662284263424,1481,543,16577,7,37,13,147,0,0,2.72744014732965,0
u2517523955,97,199,1459,0,5,9,29,0,0,0.48743718592964824,0
u88587753,479,393,26213,58,15,9,104,0,0,1.2188295165394403,0
u729731901469007872,29,226,1216,0,6,11,48,0,0,0.12831858407079647,0
u282212255,266,387,830,3,20,11,147,0,0,0.6873385012919897,0
u1350755088,568,615,891,2,6,10,103,0,0,0.9235772357723577,0
u20698237,189,805,13600,6,17,10,131,0,0,0.23478260869565218,0
u703478091373412352,27,39,168,1,13,9,0,0,0,0.6923076923076923,0
u737772818,223,128,236,0,11,13,94,0,0,1.7421875,0
u706060383,11,32,30,0,16,15,117,0,0,0.34375,0
u4860309618,90,972,1279,1,11,10,114,0,0,0.09259259259259259,0
u740990847664037888,412,1343,7334,3,13,10,100,0,0,0.3067758749069248,0
u878982466274549760,277,402,4452,3,15,11,127,0,0,0.6890547263681592,0
u2899620801,336,91,4615,5,10,7,144,0,0,3.6923076923076925,0
u22065652,94,699,290,2,13,12,89,0,0,0.13447782546494993,0
u1058218268350185472,15,47,7,0,9,9,0,0,0,0.3191489361702128,0
u17505533,12880,5771,165111,478,20,15,152,1,0,2.2318488996707675,0
u494414022,31,46,844,0,9,11,84,0,0,0.6739130434782609,0
u849414481172189185,59,226,386,0,12,11,98,0,0,0.2610619469026549,0
u3863199927,73,345,683,2,6,10,33,0,0,0.21159420289855072,0
u52436334,2917,2803,7410,97,17,10,108,1,0,1.0406707099536212,0
u2733261790,102,211,506,3,20,11,64,0,0,0.4834123222748815,0
u15264578,7603,885,59532,242,10,9,143,1,0,8.5909604519774,0
u41650683,588,2202,2057,8,20,11,155,0,0,0.2670299727520436,0
u253348740,140,67,12218,0,1,11,2,0,0,2.08955223880597,0
u739974872537784321,141,744,9852,44,4,7,115,0,0,0.18951612903225806,0
u29910768,116,300,1540,1,6,7,61,0,0,0.38666666666666666,0
u56201361,278,1723,2748,12,13,8,153,0,0,0.16134648868253046,0
u2993381518,111,232,868,0,6,12,113,0,0,0.47844827586206895,0
u327734911,259,1228,7334,2,13,13,104,0,0,0.21091205211726385,0
u170280910,2621,4811,32799,49,11,10,157,0,0,0.544793182290584,0
u1059648090334998529,1,0,10,0,12,11,91,0,0,1.0,0
u20998003,13864,1382,31476,320,10,9,138,0,0,10.031837916063676,0
u14644293,112,663,2006,2,18,15,0,0,0,0.1689291101055807,0
