user_id,followers,following,account_age_days,total_posts,total_retweets,is_bot
user_legit_08043,9677,1937,3054,495,151,False
user_legit_04767,440,850,3466,67,13,False
user_legit_00472,21609,1209,2358,203,58,False
user_legit_03761,25280,1357,2378,14,7,False
user_legit_08617,46999,76,2234,158,12,False
user_legit_03566,21102,1539,2485,379,108,False
user_legit_02760,6695,215,3443,291,68,False
user_legit_00868,22333,689,921,249,138,False
user_legit_09382,36482,365,579,398,154,False
user_legit_08688,26866,175,1867,242,132,False
user_legit_04052,38240,1662,3068,88,41,False
user_legit_06130,3561,1094,1950,191,32,False
user_legit_03244,36446,630,1191,412,204,False
user_legit_04842,4923,528,3600,34,11,False
user_legit_09330,5224,1558,2356,153,27,False
user_legit_05640,37654,236,1869,324,72,False
user_legit_05780,9690,186,2173,445,165,False
user_legit_08540,25358,1042,3296,345,173,False
user_legit_01075,8195,1114,2282,444,263,False
user_legit_02957,24319,909,1953,462,174,False
user_legit_06752,30589,832,3069,320,124,False
user_legit_08657,42004,70,1522,455,71,False
user_legit_07272,28392,276,207,243,55,False
user_legit_04759,34696,616,2275,12,5,False
user_legit_04862,44595,1682,1063,69,35,False
user_legit_07025,49397,1656,3602,466,167,False
user_legit_07647,1563,806,3591,194,90,False
user_legit_07161,38289,391,1615,342,108,False
user_legit_00073,6504,644,3133,278,166,False
user_legit_04901,32870,754,3124,189,30,False
user_legit_04375,29212,1131,1002,459,158,False
user_legit_06698,16477,457,2711,342,160,False
user_bot_00305,0,2932,4,13,277,True
user_legit_01101,23471,1112,34,29,17,False
user_bot_00037,5,3451,5,17,212,True
user_legit_07655,16398,527,952,243,83,False
user_legit_05235,43045,1569,2633,287,84,False
user_legit_05165,3846,728,1201,66,8,False
user_legit_00118,12281,817,1781,473,197,False
user_legit_02022,32915,501,1533,102,12,False
user_bot_00385,0,749,21,12,555,True
user_legit_02638,7560,1185,2581,178,95,False
user_legit_02034,49309,1674,1279,175,71,False
user_legit_02564,21990,526,2192,57,26,False
user_legit_08665,3390,243,1576,116,67,False
user_legit_03543,38723,902,1187,370,74,False
user_legit_01219,22010,1639,1331,237,134,False
user_bot_00214,0,4659,20,15,530,True
user_legit_06711,17822,61,2312,254,29,False
user_legit_02903,30893,1001,3426,467,258,False
user_legit_03026,5678,906,2860,231,58,False
user_legit_02510,9966,296,1893,473,273,False
user_legit_04201,37358,1991,3102,11,4,False
user_legit_03207,40725,872,2247,211,91,False
user_legit_04489,19302,1595,1525,55,6,False
user_legit_02755,43571,20,1825,312,172,False
user_legit_08889,5490,978,240,244,65,False
user_legit_00177,8071,254,2829,171,22,False
user_legit_01643,29732,47,1934,444,152,False
user_legit_09292,34585,697,523,153,63,False
user_legit_03518,33903,1778,228,408,79,False
user_legit_01374,44370,959,3606,430,181,False
user_legit_01720,4447,1213,1599,416,81,False
user_legit_03995,16758,1056,3606,36,9,False
user_legit_03688,48340,1973,1011,243,32,False
user_legit_02264,5307,994,2876,118,37,False
user_legit_00087,15625,1911,1926,437,152,False
user_legit_02848,14003,1569,2823,120,21,False
user_legit_08687,11722,453,2241,117,29,False
user_legit_00403,48591,1486,447,455,157,False
user_bot_00400,1,2143,11,4,140,True
user_legit_04077,30072,1518,2889,22,12,False
user_legit_06835,39341,1952,3064,231,97,False
user_legit_06537,47577,668,2212,187,42,False
user_legit_02456,42025,1672,1209,213,95,False
user_legit_02751,4045,642,2069,274,88,False
user_legit_02214,5776,1326,3484,251,99,False
user_legit_01027,14037,1772,615,113,15,False
user_bot_00203,4,4878,5,4,130,True
user_legit_01421,49735,1373,63,118,38,False
user_legit_02436,31972,703,40,70,22,False
user_legit_04277,38240,1221,3331,325,149,False
user_bot_00109,1,567,26,1,16,True
user_legit_01278,416,585,3487,281,31,False
user_legit_06220,14075,1507,1984,253,86,False
user_legit_04907,39514,1964,3621,327,166,False
user_legit_05064,25704,1450,1580,316,138,False
user_legit_01978,2864,344,899,46,14,False
user_legit_01061,34386,1915,2118,278,20,False
user_legit_05014,32951,794,1475,85,34,False
user_legit_04535,25388,64,2761,269,130,False
user_legit_06993,35855,317,3241,460,245,False
user_legit_09253,42474,1997,1232,27,4,False
user_legit_01502,11458,1274,443,430,49,False
user_legit_08568,2048,636,985,36,8,False
user_legit_09314,5553,1432,2496,420,235,False
user_legit_08836,14503,1813,2020,141,81,False
user_legit_08920,36506,29,1206,225,49,False
user_legit_04918,42213,716,1594,278,54,False
user_legit_00678,26166,1662,1877,65,25,False
user_legit_05076,16499,667,2587,344,147,False
user_legit_08064,38604,1146,1361,182,96,False
user_legit_07568,17828,47,987,228,50,False
user_legit_00102,40246,323,898,376,147,False
user_legit_00957,31735,394,411,474,79,False
user_legit_08556,44836,1858,1118,34,5,False
user_legit_03785,27703,420,2573,100,40,False
user_bot_00130,1,3642,11,5,98,True
user_legit_07173,19528,1657,1320,10,4,False
user_legit_04043,5442,1170,228,496,251,False
user_legit_02648,46814,213,2730,253,79,False
user_legit_06000,30963,895,3329,357,205,False
user_legit_07927,13699,1434,991,116,5,False
user_legit_02826,18104,402,3478,123,10,False
user_legit_04094,47992,1953,2371,410,50,False
user_legit_07774,4331,1491,3520,106,32,False
user_legit_09258,8925,268,1498,372,70,False
user_legit_08113,14658,57,1946,304,135,False
user_legit_04772,8871,1137,2772,70,17,False
user_legit_01947,45843,1778,3052,251,117,False
user_legit_06109,30734,453,3420,439,131,False
user_legit_02299,44652,131,867,134,29,False
user_legit_07844,8753,1216,467,302,85,False
user_legit_04382,17668,1878,189,372,81,False
user_legit_05425,12491,86,2472,156,63,False
user_legit_06771,34265,844,3103,332,162,False
user_legit_08578,45133,596,1107,14,5,False
user_legit_04291,46462,256,686,138,58,False
user_legit_00528,45764,1512,3416,495,194,False
user_legit_01233,37501,861,3443,220,85,False
user_legit_00779,42528,1687,3342,440,63,False
user_legit_05859,34867,1946,1653,15,2,False
user_legit_03059,13678,128,3420,198,94,False
user_legit_08587,29498,1218,2337,270,81,False
user_legit_01860,36993,1680,1108,149,33,False
user_legit_08438,12795,1540,547,241,82,False
user_legit_07403,12210,190,30,376,112,False
user_legit_04639,45963,1418,1671,28,14,False
user_legit_04250,20916,844,728,67,14,False
user_legit_01992,14367,15,1195,31,4,False
user_legit_07379,19076,352,2756,384,225,False
user_legit_07305,15469,1180,1467,484,173,False
user_legit_05303,21013,516,3279,6,0,False
user_legit_08192,10724,1370,3640,399,174,False
user_legit_07447,21573,60,805,438,186,False
user_legit_02471,4966,738,1707,413,167,False
user_legit_07197,47564,56,2859,46,8,False
user_legit_05312,10442,50,1099,113,31,False
user_legit_09035,14934,1707,1085,441,59,False
user_legit_01396,30998,1473,3636,174,9,False
user_legit_04002,1773,879,2614,380,73,False
user_legit_05371,36961,873,1441,298,54,False
user_legit_03235,28562,419,1344,25,5,False
user_legit_01042,20766,1318,3426,466,268,False
user_legit_03298,26947,1083,1885,143,24,False
user_legit_07256,45732,853,482,249,120,False
user_legit_00257,5179,781,3466,452,150,False
user_legit_07286,32913,153,2509,54,16,False
user_legit_08616,38612,393,286,118,52,False
user_legit_07816,26378,84,1735,232,62,False
user_legit_05843,384,356,1106,359,130,False
user_legit_02089,998,1546,910,450,130,False
user_legit_07702,25323,1526,3227,466,221,False
user_legit_00503,43375,1329,3258,464,273,False
user_legit_05265,44389,1890,1215,309,78,False
user_legit_08814,23758,331,1987,116,25,False
user_legit_01345,49879,1573,3242,192,103,False
user_legit_08455,8831,1838,2457,284,150,False
user_legit_05046,38578,1799,2901,268,156,False
user_legit_02248,7794,162,3601,429,82,False
user_legit_04981,47955,1142,3364,363,140,False
user_legit_00372,20516,1563,1733,408,190,False
user_legit_08454,44403,391,2874,14,6,False
user_legit_03370,49339,1291,1188,315,36,False
user_legit_02006,21708,672,2878,434,90,False
user_legit_03656,25736,834,1479,148,12,False
user_legit_08327,19824,817,1522,9,3,False
user_legit_07521,49408,583,1337,381,171,False
user_legit_04001,42138,43,1908,87,5,False
user_legit_06072,35881,914,879,476,60,False
user_legit_08736,21962,1991,2519,485,183,False
user_legit_00997,18039,214,1381,478,246,False
user_legit_08179,8914,1391,1905,244,66,False
user_legit_03290,20182,142,1549,72,7,False
user_legit_01176,15830,545,2643,497,208,False
user_legit_00551,19687,1222,419,314,26,False
user_legit_00744,39763,221,1332,31,5,False
user_legit_07223,16382,1803,383,408,63,False
user_legit_04554,35451,169,2559,418,164,False
user_legit_02859,22309,867,1333,366,210,False
user_legit_08820,24629,102,1410,69,27,False
user_legit_03459,19827,701,2734,489,291,False
user_legit_02724,39527,964,3051,76,13,False
user_legit_06847,20136,1083,770,133,65,False
user_legit_07615,31482,1476,662,219,25,False
user_legit_07547,40892,836,831,339,149,False
user_legit_09174,21271,1609,238,4,0,False
user_legit_06393,27754,1866,2534,174,54,False
user_legit_05358,3306,1998,2011,234,128,False
user_legit_09488,27571,1337,2561,489,202,False
user_legit_02968,35986,882,1361,481,137,False
user_legit_00693,47301,1381,3052,99,32,False
user_legit_02533,8525,321,931,285,64,False
user_legit_06399,46590,1809,1984,174,62,False
user_legit_00982,27356,1946,1807,73,31,False
user_legit_05364,13660,1470,2400,136,40,False
user_legit_00079,33494,1372,350,186,47,False
user_legit_04053,40517,795,304,75,39,False
user_legit_06258,36655,1070,542,8,3,False
user_bot_00076,3,4222,1,12,580,True
user_legit_09025,43872,1414,2880,369,145,False
user_legit_03107,18469,332,1546,494,40,False
user_legit_03601,30520,1728,1840,359,141,False
user_legit_06073,30893,1389,1082,281,96,False
user_legit_08126,22458,21,1831,72,32,False
user_legit_02142,48122,612,1887,137,75,False
user_legit_06310,24147,714,37,32,18,False
user_legit_02268,5920,721,183,328,186,False
user_legit_00445,33146,640,1774,71,25,False
user_legit_04883,8027,549,1676,398,115,False
user_legit_04466,39957,781,2076,434,132,False
user_legit_09026,48728,445,2678,1,0,False
user_legit_06632,9630,82,3262,390,103,False
user_legit_03316,31605,916,1947,103,52,False
user_legit_01701,8930,1067,985,316,184,False
user_legit_02526,23425,349,3345,435,125,False
user_legit_00068,3826,801,325,498,268,False
user_legit_01168,49910,815,499,214,77,False
user_legit_00048,33899,1900,3499,102,23,False
user_legit_01053,47921,1158,3381,383,35,False
user_legit_04029,20723,641,991,475,97,False
user_legit_00880,4310,1492,2269,227,25,False
user_legit_02651,43939,1051,2379,154,49,False
user_legit_07759,20935,1730,3159,269,25,False
user_legit_02439,3313,1600,2071,90,27,False
user_legit_04924,16556,1884,114,486,121,False
user_legit_01467,19231,738,1025,321,55,False
user_legit_07292,13927,1335,1647,487,58,False
user_legit_05035,11342,1261,3340,343,56,False
user_legit_02441,63,777,657,112,44,False
user_legit_06554,20825,1794,1270,398,102,False
user_legit_00230,23165,1821,580,253,112,False
user_legit_01320,5736,1796,525,337,67,False
user_legit_00041,37906,1291,3347,457,99,False
user_legit_00777,5932,462,171,159,33,False
user_legit_08950,5611,1959,3144,154,41,False
user_legit_08404,42371,958,2126,202,31,False
user_legit_01729,5239,1257,309,17,5,False
user_legit_03910,11638,1782,1312,150,51,False
user_legit_00579,5092,1528,3298,389,81,False
user_bot_00441,2,4097,3,19,348,True
user_legit_05839,35446,1028,676,75,13,False
user_legit_08271,1028,314,808,136,21,False
user_legit_07275,10840,1169,784,350,192,False
user_legit_01491,24480,508,2873,437,161,False
user_legit_09109,12526,36,1466,211,62,False
user_legit_05610,13882,1753,534,119,17,False
user_legit_00061,37240,624,1990,225,111,False
user_legit_05471,23007,1582,3298,244,125,False
user_legit_03905,38153,1958,1359,154,54,False
user_legit_06531,11411,489,494,134,11,False
user_legit_00402,16027,576,2238,15,7,False
user_legit_00332,15504,752,996,397,178,False
user_legit_02084,6573,684,2976,265,108,False
user_bot_00057,1,531,12,9,211,True
user_legit_00164,20903,90,3505,429,186,False
user_legit_04379,46480,548,2405,190,82,False
user_legit_02715,23189,267,2514,260,81,False
user_legit_08923,20743,767,773,225,120,False
user_legit_07346,1856,1310,544,341,100,False
user_legit_05453,39237,965,76,21,3,False
user_legit_07046,29791,1435,2198,403,31,False
user_legit_01334,26683,263,1707,77,8,False
user_legit_08698,22194,546,1163,305,161,False
user_legit_01659,12690,1506,3246,46,19,False
user_legit_03578,44074,1853,498,12,0,False
user_legit_00753,46807,884,3028,381,208,False
user_legit_06584,36439,1193,728,412,145,False
user_legit_00706,402,1755,2753,99,43,False
user_legit_03014,24497,1653,2153,254,43,False
user_legit_08558,29379,1264,1172,136,58,False
user_bot_00375,5,3714,1,12,450,True
user_bot_00082,1,4507,23,2,95,True
user_legit_08928,33314,233,2251,266,67,False
user_bot_00056,0,1102,13,13,583,True
user_legit_08983,42523,992,32,15,8,False
user_legit_01834,20512,1201,2457,28,2,False
user_legit_02996,15089,714,32,140,32,False
user_legit_05427,6983,1813,3159,442,124,False
user_legit_03879,2137,956,3104,88,25,False
user_legit_07156,36424,1312,3397,6,2,False
user_legit_05081,25364,743,281,322,175,False
user_legit_09114,25914,1129,1310,126,25,False
user_legit_07244,36419,553,666,324,102,False
user_legit_05400,42575,1077,2059,154,90,False
user_legit_05395,1617,745,957,191,65,False
user_legit_09427,45060,322,1000,94,51,False
user_legit_02246,28785,950,1949,331,194,False
user_legit_00835,38840,1495,1524,413,193,False
user_legit_08394,4880,1810,2437,481,104,False
user_legit_09042,27176,1453,330,438,176,False
user_legit_00432,41299,33,897,244,91,False
user_legit_03378,42886,497,2085,136,38,False
user_legit_06817,25303,489,1163,134,63,False
user_legit_08131,39459,633,2705,346,46,False
user_bot_00121,2,1309,27,16,162,True
user_legit_06066,19142,1832,218,434,118,False
user_legit_01193,35154,1449,161,105,38,False
user_legit_06934,19470,336,1092,25,13,False
user_legit_05461,145,1010,1840,412,31,False
user_legit_03071,24061,1125,3328,7,0,False
user_legit_03044,9460,1236,2492,450,232,False
user_legit_03263,43092,1745,1053,214,101,False
user_legit_02729,23091,829,2005,305,83,False
user_legit_03433,16849,506,3241,279,119,False
user_legit_00433,6561,747,987,66,4,False
user_legit_03272,32633,1044,2541,243,50,False
user_legit_07001,20707,795,1425,231,136,False
user_bot_00226,1,2160,18,8,118,True
user_legit_00104,39844,870,627,168,14,False
user_legit_03315,42335,425,3202,84,14,False
user_legit_01656,42371,469,1714,384,183,False
user_legit_01533,9424,360,1742,190,43,False
user_legit_04680,16249,780,2214,401,225,False
user_legit_08813,45961,928,1520,411,126,False
user_legit_09002,33659,31,3518,81,34,False
user_legit_06622,40297,320,313,342,58,False
user_legit_01443,21654,135,2628,356,124,False
user_legit_00214,36848,1377,591,261,88,False
user_legit_05356,34737,626,2851,467,266,False
user_legit_09218,5284,1575,585,264,68,False
user_legit_06322,6030,315,2164,34,14,False
user_legit_04989,44184,936,551,38,17,False
user_legit_01419,23818,136,1327,142,79,False
user_bot_00016,2,3543,13,12,341,True
user_legit_08606,15897,1035,124,397,70,False
user_legit_00181,7624,1759,2652,300,108,False
user_legit_04352,27565,688,1405,403,61,False
user_legit_08700,27858,760,3040,201,106,False
user_legit_02446,38679,956,3245,296,40,False
user_legit_05321,42036,1532,111,231,81,False
user_legit_08045,15750,1361,1989,72,19,False
user_legit_05684,27199,1845,2008,64,18,False
user_legit_03532,3073,1277,3133,356,165,False
user_legit_08244,29784,576,3508,195,41,False
user_legit_07976,3171,85,402,436,220,False
user_legit_03698,14486,171,1158,163,25,False
user_legit_00070,39786,1900,3048,485,156,False
user_legit_00544,41551,1074,330,287,40,False
user_legit_01204,32547,1065,1557,443,172,False
user_legit_03078,10312,749,1488,196,116,False
user_legit_09106,23671,1688,2008,476,139,False
user_legit_09120,32370,1523,1422,237,118,False
user_bot_00180,2,4909,22,7,121,True
user_legit_06180,19537,1849,81,176,56,False
user_legit_08329,31941,868,2861,8,2,False
user_legit_04284,6100,1951,385,25,3,False
user_legit_04007,32543,1820,2248,36,9,False
user_legit_08713,47610,411,3335,394,206,False
user_legit_00877,37261,1790,2808,383,153,False
user_legit_08060,19494,600,395,433,210,False
user_legit_00196,17136,862,2508,446,55,False
user_bot_00246,3,930,21,12,582,True
user_legit_04010,17657,1686,849,264,45,False
user_bot_00462,4,3690,13,13,291,True
user_legit_02571,46639,1754,3175,54,14,False
user_legit_03753,13463,1287,3281,441,130,False
user_legit_09247,44981,1937,2009,270,40,False
user_legit_08628,14052,639,2919,80,29,False
user_legit_09368,38717,1870,603,17,6,False
user_legit_06159,13372,379,1727,64,31,False
user_legit_04791,49562,1450,622,179,9,False
user_legit_05337,28745,928,1030,1,0,False
user_legit_03024,18703,1320,2814,325,130,False
user_legit_02718,28991,1874,517,130,39,False
user_legit_08655,37074,1379,2414,43,10,False
user_legit_06916,1549,1688,3006,149,52,False
user_legit_03984,42883,617,2841,280,153,False
user_legit_07308,38103,1377,1060,317,82,False
user_legit_05953,32698,244,2395,201,93,False
user_legit_03844,46048,1281,1986,286,120,False
user_legit_02682,19491,111,1550,324,102,False
user_legit_04024,22741,1192,3374,441,131,False
user_legit_08715,15701,903,1176,357,156,False
user_legit_03139,24720,1204,1429,364,81,False
user_legit_04237,5421,1300,1067,203,90,False
user_legit_00218,22356,1107,757,173,101,False
user_legit_06618,16040,1139,3039,102,43,False
user_bot_00106,4,2587,29,7,148,True
user_legit_05268,34950,1057,764,237,67,False
user_legit_02543,19042,1787,1124,311,29,False
user_legit_02870,14139,185,3283,296,144,False
user_legit_01244,43751,1648,1213,203,91,False
user_legit_00420,46375,453,2122,430,226,False
user_legit_06227,32825,1004,2573,58,25,False
user_legit_02058,19717,1744,2538,254,113,False
user_legit_08493,42725,1673,3142,46,13,False
user_legit_06434,30548,1158,3202,301,138,False
user_legit_03422,30036,327,3002,173,27,False
user_legit_04510,14975,1500,2788,463,247,False
user_legit_01166,1106,899,267,46,3,False
user_legit_00254,33033,1153,83,83,13,False
user_legit_00415,33886,493,3375,134,56,False
user_legit_09175,45637,1101,335,259,15,False
user_legit_03469,43331,1948,2709,131,45,False
user_legit_03050,41813,794,2395,134,66,False
user_legit_00759,36486,1953,1309,234,82,False
user_legit_01385,11762,1639,1133,324,182,False
user_legit_00654,27656,954,1550,429,140,False
user_legit_01201,23880,1827,3559,299,38,False
user_legit_02413,30081,1096,3580,388,127,False
user_legit_05579,19276,543,1257,367,178,False
user_legit_05993,32759,1087,1679,41,2,False
user_legit_05294,46120,1302,2626,369,135,False
user_legit_03055,23925,1316,3021,494,56,False
user_legit_02830,46145,1699,460,208,15,False
user_legit_02970,30562,201,3271,460,131,False
user_legit_00328,7071,1745,1943,494,83,False
user_legit_04270,39944,1463,2693,286,16,False
user_legit_05994,6647,1718,1403,86,12,False
user_legit_04392,622,1703,3609,482,224,False
user_legit_02063,35991,1988,266,62,22,False
user_legit_08301,12506,385,2915,372,152,False
user_legit_09013,20588,1083,3187,242,58,False
user_legit_09329,28966,1721,399,380,126,False
user_legit_05169,204,784,3237,433,148,False
user_legit_04429,46118,200,3080,157,16,False
user_legit_01281,36974,1128,58,498,171,False
user_legit_03381,39346,994,1507,202,38,False
user_legit_02636,16785,57,466,358,42,False
user_legit_03328,19642,1045,2040,143,60,False
user_legit_06436,40897,1629,1146,103,11,False
user_legit_05018,39032,711,313,450,86,False
user_legit_07324,23853,723,1424,366,177,False
user_legit_03795,13758,61,2623,100,7,False
user_legit_02663,24834,75,182,107,40,False
user_legit_08282,30,171,1164,203,58,False
user_legit_01282,19677,881,1414,228,98,False
user_legit_04148,43134,1538,1925,99,40,False
user_legit_01362,17549,32,1166,95,52,False
user_legit_01437,32649,1041,245,399,187,False
user_bot_00128,1,2332,12,1,28,True
user_legit_03441,1232,809,1374,149,79,False
user_legit_00056,27333,1509,1954,498,182,False
user_legit_04597,252,1024,632,110,32,False
user_legit_08479,32768,779,2325,76,18,False
user_legit_05365,7683,1433,3398,170,19,False
user_legit_01844,37150,1372,211,350,95,False
user_legit_05515,34924,1698,45,235,53,False
user_legit_08573,45490,1802,2060,153,52,False
user_legit_06263,45056,68,2667,243,137,False
user_legit_02880,2041,105,401,337,154,False
user_legit_01743,1166,630,100,284,37,False
user_legit_08398,44747,882,379,99,36,False
user_legit_04169,33743,807,3163,373,171,False
user_legit_05197,47125,535,3163,80,42,False
user_legit_08993,23951,946,1024,205,115,False
user_legit_00740,40857,1395,2972,91,23,False
user_legit_09066,42868,110,3231,352,80,False
user_legit_01624,27672,1261,2290,343,118,False
user_legit_00524,15943,163,105,69,33,False
user_legit_07999,9025,1095,2589,144,79,False
user_legit_04419,5216,1819,2389,169,76,False
user_legit_05426,41365,1187,3392,224,33,False
user_legit_06689,25154,98,679,455,267,False
user_legit_07382,11872,1361,885,114,28,False
user_legit_00435,6196,643,342,100,46,False
user_legit_02960,46087,927,279,139,25,False
user_legit_00308,15791,293,104,112,44,False
user_legit_01565,22728,1042,1616,89,11,False
user_legit_02631,34024,1741,289,410,50,False
user_legit_05597,33977,233,762,193,87,False
user_legit_09477,6568,1913,2328,253,27,False
user_legit_00401,38872,463,264,397,222,False
user_legit_03826,16863,1652,691,448,159,False
user_legit_00881,42558,1220,3299,458,99,False
user_legit_03997,42286,916,1960,195,100,False
user_legit_07118,21410,209,282,345,157,False
user_legit_03265,32116,1320,688,144,78,False
user_legit_08406,4665,361,2204,335,84,False
user_legit_05009,13867,1080,662,302,148,False
user_legit_05736,14996,372,787,345,153,False
user_legit_05554,27740,1383,2504,17,10,False
user_legit_00288,27116,1361,3272,336,67,False
user_legit_05564,4636,440,2448,461,189,False
user_legit_08324,26323,541,3535,310,185,False
user_legit_02623,46195,812,2148,451,254,False
user_legit_08859,1501,82,2158,320,47,False
user_legit_00476,42350,412,1248,415,179,False
user_legit_08591,20154,140,2333,321,130,False
user_bot_00213,3,2337,4,18,549,True
user_legit_06522,7934,1118,2035,217,73,False
user_legit_03111,38160,186,2705,403,182,False
user_legit_09470,19011,1951,1728,485,98,False
user_legit_00737,16688,117,631,203,116,False
user_legit_03133,4066,1067,3282,240,32,False
user_legit_08047,45119,1507,839,192,83,False
user_legit_06551,40992,979,219,202,36,False
user_legit_05407,40616,1210,3315,424,41,False
user_legit_05563,5175,183,3471,24,12,False
user_legit_05328,9167,1250,861,450,135,False
user_legit_06718,8719,730,697,310,21,False
user_legit_05118,43646,349,1791,103,26,False
user_legit_04619,44907,819,3080,8,3,False
user_legit_03689,8376,1999,2551,474,215,False
user_legit_07716,33609,1311,1621,337,167,False
user_legit_01839,27649,1666,2655,334,192,False
user_legit_01995,125,1908,2549,147,60,False
user_legit_02399,36738,1307,3096,133,10,False
user_legit_06510,13803,51,355,413,214,False
user_legit_09356,35155,500,3259,124,6,False
user_legit_04119,2595,1578,2176,478,68,False
user_legit_05894,26935,1344,1756,255,57,False
user_legit_00800,614,110,368,172,59,False
user_legit_08423,17841,756,2203,193,94,False
user_legit_07680,17861,55,3146,443,251,False
user_legit_01405,7780,1497,1554,228,126,False
user_legit_05431,11327,16,284,366,47,False
user_legit_00069,23483,1934,3350,266,88,False
user_bot_00043,1,4594,25,18,747,True
user_legit_02759,21457,242,2851,163,80,False
user_legit_08294,4949,1128,2775,460,166,False
user_legit_01586,41165,875,3154,32,4,False
user_legit_06666,4006,1299,1070,3,1,False
user_legit_08014,39874,988,1467,128,58,False
user_legit_01074,23341,1218,3428,17,2,False
user_legit_03063,6372,544,982,293,43,False
user_legit_06487,15003,1729,2133,37,2,False
user_legit_04705,11742,1148,1361,64,30,False
user_legit_09069,25162,981,2140,148,87,False
user_legit_02603,28137,1094,933,189,46,False
user_legit_07738,33464,1744,2119,487,290,False
user_legit_01579,30040,12,485,400,102,False
user_legit_05058,12757,957,3555,382,116,False
user_legit_05753,13735,1895,310,165,72,False
user_legit_03548,15383,209,1287,335,177,False
user_legit_00409,706,463,1141,374,196,False
user_legit_04097,7345,1115,1030,112,23,False
user_legit_06461,21973,802,3414,201,90,False
user_legit_05601,49911,1769,589,255,26,False
user_legit_05231,24718,192,1140,238,66,False
user_legit_03777,42527,1589,639,87,33,False
user_legit_02726,6827,411,1223,349,180,False
user_legit_00477,901,1839,2282,156,50,False
user_legit_01329,17102,1457,420,16,7,False
user_legit_04035,1611,956,1588,88,9,False
user_bot_00142,2,1417,25,16,404,True
user_legit_01777,8151,105,548,377,180,False
user_legit_06096,34037,102,1491,129,50,False
user_legit_00751,7397,93,1324,93,42,False
user_legit_05792,19603,943,45,72,42,False
user_legit_04060,7254,563,1929,189,50,False
user_legit_09041,4247,138,2569,238,125,False
user_legit_06030,43816,593,1780,402,198,False
user_legit_05898,32483,486,3198,6,2,False
user_legit_09338,34666,872,2828,487,26,False
user_legit_09160,34021,104,2099,410,41,False
user_bot_00496,4,3138,17,5,159,True
user_legit_05151,30999,705,3631,276,22,False
user_legit_00468,9081,497,47,117,49,False
user_legit_01545,29513,864,2215,378,121,False
user_legit_06311,16594,383,1739,306,123,False
user_legit_02683,40550,241,2329,2,1,False
user_legit_08966,35621,1536,1163,430,73,False
user_legit_06181,43742,1753,2347,284,50,False
user_legit_01025,2787,318,189,280,64,False
user_legit_05112,49623,69,763,148,74,False
user_legit_08562,48851,1044,959,60,23,False
user_legit_05368,33262,1760,2058,17,9,False
user_legit_02354,15465,1461,33,207,14,False
user_legit_07278,25234,1175,2356,4,1,False
user_legit_03602,7764,718,1638,165,45,False
user_legit_00773,35890,120,2738,369,145,False
user_legit_06773,27453,1112,1196,98,8,False
user_legit_08809,23422,945,225,441,139,False
user_legit_03382,48050,1401,2143,483,149,False
user_legit_00641,45818,595,2997,489,144,False
user_legit_04233,13236,1040,1250,210,55,False
user_legit_03815,3599,1917,1378,443,148,False
user_legit_04104,3901,598,1605,447,59,False
user_bot_00425,3,3525,10,15,492,True
user_legit_01108,47036,336,2957,341,145,False
user_legit_03527,4509,1506,1068,114,42,False
user_legit_03495,26585,949,1806,171,80,False
user_legit_01420,47497,1285,2771,5,1,False
user_legit_06923,39480,1946,2251,238,136,False
user_legit_03881,11187,907,1192,138,79,False
user_legit_08353,30591,1499,1804,468,144,False
user_legit_06245,16569,530,2812,374,187,False
user_legit_04938,14801,383,747,73,33,False
user_legit_06798,23913,1792,1510,463,102,False
user_legit_07812,4849,310,2172,38,2,False
user_legit_01680,47131,828,1651,226,84,False
user_legit_06715,24035,1681,309,64,11,False
user_legit_00633,18979,1250,126,333,47,False
user_legit_02569,46339,1988,3611,387,205,False
user_legit_07359,2676,1188,3501,381,191,False
user_legit_02166,15809,675,2817,142,25,False
user_legit_08169,27011,786,1921,130,41,False
user_legit_08845,30683,59,1585,140,79,False
user_legit_02825,42109,688,2408,452,70,False
user_legit_04087,46458,1167,3095,324,145,False
user_legit_06243,16625,96,2846,221,53,False
user_legit_08364,44066,39,501,189,56,False
user_legit_03941,15617,793,1474,120,8,False
user_legit_09179,44178,630,712,264,138,False
user_legit_08075,42343,1321,3297,412,66,False
user_legit_09195,9098,1668,973,449,58,False
user_legit_04128,27393,1456,1485,210,41,False
user_legit_01172,19581,670,2008,15,6,False
user_legit_08668,1363,1767,1304,114,44,False
user_legit_04222,41272,1664,1047,470,67,False
user_legit_04834,48835,1319,2299,261,91,False
user_legit_02576,13553,1482,282,39,12,False
user_legit_01989,46189,1363,3289,446,50,False
user_legit_06973,33822,1851,3329,62,21,False
user_legit_05836,43869,849,3233,54,2,False
user_legit_04532,35217,1022,1629,268,78,False
user_legit_03209,11770,554,3170,483,230,False
user_legit_03855,35573,1784,605,341,89,False
user_legit_02628,30834,1660,2424,257,87,False
user_legit_07803,40516,1898,1717,72,33,False
user_legit_01410,3040,1235,406,40,2,False
user_legit_08257,39923,352,3262,464,119,False
user_legit_07386,39393,938,135,279,125,False
user_legit_04303,1718,1058,1939,139,15,False
user_legit_06750,36290,91,1430,42,3,False
user_legit_06555,26672,1461,86,438,157,False
user_legit_00815,41846,1183,2881,166,26,False
user_legit_02404,19203,1018,1045,68,4,False
